state,county,total_cost,cost_of_living_ranking,geometry
IA,Van Buren,20444.719948,0.924879385832886,POINT (-90.3648525 42.0844668)
KS,Sumner,22404.193614000003,0.8690544188830295,POINT (-97.3960799 37.2526058)
GA,Cobb,25512.42217,0.7805016817770951,POINT (-83.9881802 31.9591236)
IA,Dubuque,21434.28378200001,0.8966869332950607,POINT (-90.6647985 42.5006243)
MS,Issaquena,19529.418488,0.9509561199274872,POINT (-90.9339919 32.7776309)
MS,Winston,19769.582284,0.9441139070379304,POINT (-88.8361659 33.2704022)
IL,Cumberland,21597.530078,0.8920360827952478,POINT (-87.9778114 39.3039259)
IN,Lawrence,20500.602710000003,0.9232872984290856,POINT (-86.0252612 39.8386516)
IA,Franklin,21168.454408,0.9042603527675178,POINT (-91.511773 40.6686761)
AL,Fayette,21104.147312,0.906092447564775,POINT (-87.8308522 33.6845539)
AR,Garland,21012.836012000003,0.9086938861005908,POINT (-93.7099012 33.3629029)
GA,Bartow,22962.015996,0.8531621838510534,POINT (-82.4737399 32.8787666)
GA,Camden,21460.831682000004,0.8959305895555129,POINT (-81.680639 30.7828871)
MA,Barnstable,32854.93431,0.5713151514058221,POINT (-70.3001922 41.7004049)
MN,Pipestone,20794.50435,0.9149141063703216,POINT (-96.317502 44.000584)
AL,Blount,22715.450496,0.8601867798572723,POINT (-86.7941636 33.9312115)
AZ,La Paz,24249.510756,0.8164817457965655,POINT (-114.2418914 33.5769712)
CO,Jackson,24302.598664,0.8149692831587864,POINT (-90.1830408 32.2998686)
GA,Jackson,21337.809588,0.8994354615274195,POINT (-83.9660209 33.2945651)
IL,Effingham,23027.246364,0.8513037852407976,POINT (-88.54348 39.1201433)
IN,Pulaski,20469.397558,0.9241763262375692,POINT (-86.6583433 40.9753183)
IA,Sac,20958.113057999995,0.9102529308336006,POINT (-94.9885843 42.4221155)
IA,Washington,21955.552106,0.8818361152084313,POINT (-91.6923661 41.2990848)
ME,Washington,22827.685474000005,0.8569892304100994,POINT (-69.3672657 44.2736859)
FL,Columbia,21291.112574,0.9007658490230208,POINT (-82.6956787 30.0738438)
ID,Blaine,27195.178216000008,0.7325603379955343,POINT (-114.5956101 43.3424024)
ID,Custer,23595.250538,0.8351214732296036,POINT (-114.6966737 44.387342)
IL,Lee,21048.883686000005,0.9076668959222652,POINT (-88.9411148 41.7951282)
MN,Cook,21497.981198,0.8948722081447862,POINT (-92.689618 47.852418)
MN,Ramsey,26157.288350000003,0.7621295883878185,POINT (-93.4605008 45.2320595)
MO,Dallas,20250.006276,0.9304267348443552,POINT (-94.6030118 38.9397288)
AR,Newton,19766.970018,0.944188329912626,POINT (-81.1787252 38.591485)
CO,Kit Carson,21780.910952,0.8868116026667735,POINT (-102.7919981 38.7632722)
GA,Appling,19251.209238,0.958882239301216,POINT (-82.3159572 33.5459683)
IL,Carroll,21258.91844,0.9016830527077218,POINT (-89.9777041 42.0948582)
IL,Iroquois,22080.785828,0.8782682344489369,POINT (-87.5819743 40.8275356)
IA,Benton,21799.562426,0.8862802263397103,POINT (-94.3582389 40.7033553)
MI,Antrim,21386.947058,0.8980355459856355,POINT (-85.0739409 44.8900067)
CA,Santa Barbara,37284.91518,0.4451059861859174,POINT (-119.702667 34.4221319)
FL,DeSoto,20534.214374,0.922329709631396,POINT (-82.4952886 27.3725625)
GA,Paulding,25540.675562,0.7796967489515159,POINT (-84.8221608 33.8114948)
GA,Randolph,19841.775382,0.9420571418056194,POINT (-84.1971678 34.0423975)
IL,Rock Island,21967.949066,0.8814829285878164,POINT (-90.5792031 41.5095446)
MI,Manistee,21071.35847,0.9070265943475234,POINT (-86.3237448 44.2476682)
MO,Clinton,23929.308358,0.825604240574515,POINT (-93.7782689 38.3686325)
AL,Russell,22336.348548,0.8709873096551176,POINT (-88.2319506 31.0562907)
CA,San Bernardino,25195.58555,0.789528286291822,POINT (-117.28946 34.1081621)
ID,Boundary,21815.579116,0.8858239144201318,POINT (-116.2660294 43.5763448)
IN,Madison,22193.735554000003,0.8750503219909362,POINT (-85.3799577 38.7358933)
KY,Butler,21485.993734000003,0.8952137283158524,POINT (-84.3696594 38.7864569)
LA,Lafayette Parish,22807.616902,0.8575609795425683,POINT (-92.037746 30.2334395)
MD,Queen Anne's,29688.618892,0.6615227702321067,POINT (-76.0184904 39.0341685)
MS,Neshoba,19450.36972,0.9532082016663732,POINT (-89.1381155 32.6234704)
CA,Sonoma,34577.83665,0.5222300486778683,POINT (-122.4578582 38.2919984)
FL,Osceola,25099.608964,0.7922626377834384,POINT (-81.0592261 28.7930477)
KS,Rice,21162.376686,0.9044335057093856,POINT (-97.5555929 39.5722226)
KY,Woodford,22933.356720000003,0.853978680221108,POINT (-84.725224 38.0422984)
MN,Washington,30732.34272,0.6317873115658927,POINT (-92.3387786 43.7757967)
MO,Audrain,20791.090864,0.9150113558238052,POINT (-91.5365403 39.3100237)
DE,Kent,25322.99981,0.7858982824918932,POINT (-80.8612054 39.7664646)
ID,Latah,21515.164348,0.8943826640404232,POINT (-116.2291227 43.6036744)
ME,Knox,23403.16005,0.8405940883149965,POINT (-69.2449683 44.5234342)
MN,Aitkin,20359.278332,0.9273135983829728,POINT (-93.7096936 46.5333985)
MS,Perry,19973.03941,0.9383174589755032,POINT (-89.1414364 30.7207466)
AR,Calhoun,19969.193028,0.9384270415393072,POINT (-91.7887427 33.8928805)
CA,Marin,49710.02098000001,0.0911174980173459,POINT (-122.5206506 38.0821001)
IA,Wapello,19780.000148,0.9438171044201767,POINT (-91.185468 41.1813612)
MA,Nantucket,35628.187,0.4923058018804019,POINT (-70.0951867 41.2727997)
MN,Lincoln,21417.655984,0.8971606555450229,POINT (-94.6408481 46.210243)
MS,Jackson,21654.008518,0.8904270246583168,POINT (-90.1830408 32.2998686)
MO,Benton,20835.173778,0.9137554434531496,POINT (-89.5621777 37.0984425)
CO,Adams,29099.409890000003,0.6783092030553419,POINT (-92.7185344 43.565067)
MN,Anoka,27966.43319,0.7105874561035548,POINT (-93.3871758 45.1977428)
IA,Crawford,20358.988508,0.9273218554039792,POINT (-93.8437992 41.3704422)
IA,Grundy,21124.229140000003,0.905520320771828,POINT (-92.7685327 42.3616501)
MI,Gogebic,22407.881072,0.8689493640284781,POINT (-89.5026496 46.3524478)
IL,Montgomery,21700.08367,0.889114353872156,POINT (-88.3131338 41.7213518)
IN,Spencer,20646.482532,0.9191312148934364,POINT (-86.7625058 39.2867117)
IA,Clarke,21246.139336,0.9020471265255164,POINT (-93.6428787 41.5982389)
KY,Cumberland,19503.695614,0.951688958860626,POINT (-82.9884955 36.9781475)
MI,Lapeer,21839.566874,0.8851405085541654,POINT (-83.3188341 43.0514161)
MI,Osceola,19570.900762,0.9497742992093848,POINT (-88.4537286 47.2313146)
AZ,Navajo,23468.057214000004,0.8387451826122547,POINT (-109.537964 35.1243353)
CA,Imperial,22747.391426,0.8592767898979595,POINT (-115.569439 32.8475529)
CA,Solano,30003.15318,0.6525617586416623,POINT (-122.0538102 38.260673)
CO,Huerfano,22033.636782,0.8796115002352234,POINT (-108.0275029 36.5268515)
FL,Orange,24958.21767,0.796290844159215,POINT (-85.0091098 30.2449578)
GA,Carroll,24740.354100000004,0.8024977285924491,POINT (-84.5113203 33.7737177)
GA,Lowndes,21055.450444,0.9074798104540202,POINT (-83.2681036 30.807456)
ID,Elmore,21587.269944000003,0.8923283917205421,POINT (-116.2718463 43.6620013)
IL,Peoria,24095.519016,0.8208689360636332,POINT (-89.5891008 40.6938609)
IL,Randolph,21605.021812000003,0.8918226449674249,POINT (-88.9803558 40.3761474)
IA,Shelby,20852.416168000003,0.9132642116144224,POINT (-95.4503416 41.5159725)
MS,DeSoto,23103.951934,0.8491184606894036,POINT (-89.0432074 30.5731399)
IL,Greene,21952.913322,0.8819112935750223,POINT (-88.091346 41.7404773)
KY,Mercer,20088.041952,0.9350410622483122,POINT (-87.151107 37.2575427)
KY,Russell,19636.372558,0.94790902236935,POINT (-82.6976631 38.5173028)
FL,Madison,20930.16845,0.9110490664720096,POINT (-83.4129254 30.4693772)
MA,Suffolk,38131.84016,0.4209772827295335,POINT (-76.5834683 36.7281341)
MA,Worcester,28343.118798,0.6998557672924399,POINT (-71.8018877 42.2625621)
MI,Presque Isle,20770.921076,0.9155859885774998,POINT (-83.476925 45.304182)
MN,Kanabec,21146.233844,0.9048934116712586,POINT (-93.4532322 45.8565256)
MS,Rankin,23341.298396,0.8423565130160455,POINT (-89.9070243 32.2865353)
AK,Anchorage Municipality,27786.00450999999,0.715727828884562,POINT (-149.894852 61.2163129)
AR,Jackson,18879.548628,0.9694707670420188,POINT (-81.7131724 37.9503829)
CO,Washington,22396.721206,0.8692673061174304,POINT (-80.2461714 40.17396)
FL,Lee,24436.494814,0.8111546117609709,POINT (-83.3004216 30.4196584)
FL,Union,21661.893136,0.8902023936531138,POINT (-86.0421607 30.8037977)
GA,Forsyth,28309.939380000003,0.700801041498164,POINT (-83.9389018 33.0344998)
IA,Des Moines,20766.953314,0.9156990292303844,POINT (-93.6249494 41.5868654)
KS,Johnson,26634.949872,0.7485211183473399,POINT (-101.750645 37.5705661)
MI,Genesee,20137.165092,0.9336415549650268,POINT (-84.5643933 42.7378368)
MS,Jefferson,19304.540478,0.9573628441891232,POINT (-89.8950845 33.6326189)
CO,El Paso,25384.196416,0.7841548048597763,POINT (-106.4870404 31.7601164)
CO,Pueblo,21735.389164,0.8881085082362095,POINT (-104.6141867 38.263995)
CO,Yuma,21587.78709,0.8923136583465454,POINT (-102.7236616 40.1233877)
MS,Union,19521.228772,0.9511894431065436,POINT (-89.1214478 32.5715272)
CO,Arapahoe,29522.46414,0.6662564819935393,POINT (-102.1775371 38.8538252)
GA,Calhoun,19579.933108,0.9495169696898924,POINT (-84.9510542 34.502587)
GA,Houston,22201.647876000003,0.8748249017049631,POINT (-85.1377196 33.1595654)
IL,Crawford,22615.973596000003,0.8630208545126925,POINT (-87.7294995 41.8472546)
KY,Carlisle,21258.746756,0.9016879439465232,POINT (-84.027427 38.3120197)
MI,Clare,21143.425694,0.9049734152373492,POINT (-84.768628 43.81947)
AL,Cleburne,21037.22085,0.9079991675141416,POINT (-85.6296817 33.6481612)
AK,Wrangell City and Borough,24033.93502,0.822623450350298,POINT (-132.3829431 56.4706022)
CA,Colusa,24603.307286000003,0.806402161703689,POINT (-122.009234 39.2141019)
KS,Linn,22749.375648,0.8592202598565034,POINT (-97.084192 39.680002)
KY,Jackson,19726.33003,0.9453461540907758,POINT (-83.3822604 37.5534741)
KY,Union,21430.790352,0.8967864603352429,POINT (-84.680501 38.9458951)
MN,Douglas,20252.643702,0.9303515951668808,POINT (-92.5721145 44.1084944)
ID,Lincoln,22504.072606,0.8662088887163664,POINT (-111.9629858 43.5137688)
KY,Larue,21335.759466000003,0.8994938690451517,POINT (-83.9249263 37.203145)
MN,Le Sueur,26869.520942000003,0.7418382409719708,POINT (-93.9154299 44.4612348)
AL,Winston,20698.533244,0.9176483017379624,POINT (-88.2159691 30.676187)
AZ,Apache,23057.283214000003,0.8504480420952667,POINT (-109.1322817 31.6903753)
CO,Alamosa,21541.813738,0.8936234288734507,POINT (-105.8624658 37.4701846)
CT,Litchfield,26787.267996,0.7441816090261851,POINT (-73.1887243 41.747319)
GA,Greene,19945.61204,0.939098858618856,POINT (-83.5304412 33.9540032)
MI,Livingston,24991.673816,0.7953376860345986,POINT (-86.5427363 41.9681416)
MN,Chippewa,20389.253894,0.9264596013188688,POINT (-92.6376158 44.030442)
MS,Tunica,20974.581962,0.9097837354381976,POINT (-90.382877 34.6845102)
IL,Jasper,23208.375636,0.8461434527502403,POINT (-88.9359607 39.8431414)
IL,Perry,22922.622098000003,0.8542845072035101,POINT (-90.7453794 39.7829423)
MS,Leake,19282.949668,0.9579779615421068,POINT (-89.5391866 32.6804418)
AK,Juneau City and Borough,28789.7457,0.6871314666418658,POINT (-134.419734 58.3019496)
CA,Calaveras,27831.551338,0.7144302099311204,POINT (-120.8582703 38.1274207)
KS,Chautauqua,21086.338338,0.9065998212550734,POINT (-96.1781364 37.0255091)
KS,Gray,21013.307470000003,0.908680454367506,POINT (-99.6420656 38.1583499)
KS,Jefferson,23264.786168,0.8445363292970569,POINT (-95.7613684 37.1122964)
ME,Lincoln,23866.749654,0.827386524074326,POINT (-68.504716 45.3622432)
MN,Freeborn,21098.340314,0.9062578876403692,POINT (-93.5641078 43.7657901)
AL,Mobile,22504.71135,0.8661906910425174,POINT (-88.0437509 30.6913462)
CO,Weld,26633.809756,0.7485535999974499,POINT (-70.421677 44.698922)
KS,Neosho,20464.446428,0.9243173828250656,POINT (-95.9919352 38.3694601)
MI,Alcona,21129.409918,0.905372721564121,POINT (-83.2977451 44.7600127)
MN,Redwood,21039.342044,0.9079387351710084,POINT (-93.2252193 44.7410974)
MS,Forrest,20997.62106,0.9091273566836772,POINT (-89.3167289 31.3154526)
AR,Miller,21219.985784,0.9027922353786514,POINT (-94.2643747 36.4164649)
CO,Phillips,21672.63754,0.8898962879837173,POINT (-90.3971021 45.6900818)
CO,Sedgwick,21180.240616,0.9039245663349258,POINT (-102.5235688 40.934088)
GA,Laurens,19393.119566,0.9548392457627444,POINT (-83.1459865 32.5207193)
IL,Jackson,23446.085832,0.8393711423764892,POINT (-87.6503028 38.7211581)
IL,Williamson,23917.686434,0.8259353465926522,POINT (-89.7639829 38.9856018)
IA,Cass,20369.790406000004,0.927014111743368,POINT (-91.3457144 42.194721)
MO,Buchanan,22492.92028,0.8665266159924033,POINT (-90.1923298 37.2111632)
AR,Madison,19994.082786,0.9377179378948696,POINT (-90.7230696 35.0125472)
AR,Montgomery,19482.282286,0.9522990197910832,POINT (-81.3284452 38.1803833)
IL,Edgar,21567.59615,0.8928888937159941,POINT (-87.7011362 39.7555908)
IL,Hamilton,22637.47982,0.8624081469959506,POINT (-91.3390389 40.3964333)
IA,O'Brien,20562.340948,0.9215283898223026,POINT (-95.8207615 43.189148)
MI,Ontonagon,22446.945150000003,0.8678364371741314,POINT (-89.31403 46.871053)
CA,San Luis Obispo,31425.12651,0.6120500561736857,POINT (-120.659615 35.2827525)
CO,Eagle,29195.969502,0.6755582412832479,POINT (-106.828038 39.6545407)
IL,Kankakee,23752.347456,0.8306458171350888,POINT (-87.8611531 41.1200325)
IN,Noble,21045.786802,0.9077551254555056,POINT (-84.8260749 40.4694904)
IN,Owen,23189.055788,0.8466938709032322,POINT (-85.5419048 38.4581201)
IA,Dallas,24571.516394,0.807307877113904,POINT (-93.9622388 41.6844045)
KS,Republic,21549.182442,0.89341349614284,POINT (-97.82171 39.923621)
ME,Franklin,21745.927356,0.88780827750062,POINT (-68.2322375 44.5870207)
MD,Anne Arundel,29387.067144000008,0.6701139121585686,POINT (-76.4739519 39.0311487)
MS,Lawrence,20167.542826,0.9327761001104976,POINT (-89.2328394 32.3251443)
IL,Macon,22784.149278,0.8582295669070854,POINT (-88.9970218 39.7128155)
KY,Whitley,19201.26212,0.9603052215336246,POINT (-84.4734339 36.724481)
MI,Allegan,22019.216334000004,0.8800223355768615,POINT (-85.8553031 42.5291989)
MN,Waseca,21071.333386,0.907027308985079,POINT (-93.5075767 44.0776638)
CA,Placer,32173.406420000003,0.5907317287218731,POINT (-122.4280707 40.5658298)
IN,Boone,25724.170292000003,0.7744690250910398,POINT (-87.1294742 41.3547602)
IN,Henry,20237.35438,0.9307871845346514,POINT (-85.587475 39.7858778)
MD,Baltimore,25098.152215999995,0.7923041402084853,POINT (-76.610759 39.2908816)
MN,Scott,29162.690640000004,0.6765063486263138,POINT (-92.7696281 47.4496525)
AR,Hempstead,18945.44043,0.9675935243248835,POINT (-93.8094731 33.6515981)
CO,Rio Grande,21545.86529,0.893508001062187,POINT (-82.380432 38.8795222)
FL,Duval,22175.031734,0.8755831896438442,POINT (-81.8052354 24.5591121)
GA,Telfair,18902.613807999995,0.968813645217146,POINT (-81.8237256 33.0934853)
IL,Saline,22099.724562,0.8777286741486546,POINT (-88.6958907 37.6453273)
IL,Winnebago,21955.25911,0.8818444625990088,POINT (-89.2412202 42.2661312)
KY,Casey,19690.101372,0.9463783004628248,POINT (-86.6074854 37.3344933)
KY,Lincoln,19410.865744,0.954333661116456,POINT (-83.7390856 37.057867)
MA,Dukes,35159.34846,0.5056629071349712,POINT (-87.1579216 46.3477209)
MS,Simpson,20741.860612,0.9164139147040392,POINT (-89.337007 31.8423803)
AR,Monroe,18987.07097,0.9664074795415676,POINT (-91.1045658 34.7348192)
CA,San Diego,33567.824080000006,0.5510050811355839,POINT (-117.162772 32.7174202)
CO,Mineral,25407.788928,0.783482659464042,POINT (-77.9076627 38.0098412)
FL,Gadsden,21111.512532,0.905882614092546,POINT (-84.9771341 29.9171498)
KS,Lincoln,20961.931478,0.9101441449009292,POINT (-98.1447743 39.0408395)
MA,Berkshire,26871.30688600001,0.7417873598264344,POINT (-72.7743747 44.9715357)
MI,Oakland,24589.946052,0.8067828202751217,POINT (-122.271356 37.8044557)
CT,Middlesex,29805.61551,0.6581895627252011,POINT (-72.6495107 41.5587589)
GA,Clayton,22456.571022,0.8675621982315074,POINT (-83.4009933 34.8781479)
GA,Pulaski,20049.48587,0.9361395164101176,POINT (-81.9567837 32.3901752)
KY,Fayette,23171.645328,0.8471898910187083,POINT (-84.4970393 38.0464066)
MI,Macomb,23110.179762,0.8489410312611332,POINT (-82.9179487 42.6726042)
CA,Los Angeles,30819.78663000001,0.6292960541071071,POINT (-118.242766 34.0536909)
GA,Whitfield,20441.050908,0.9249839159627324,POINT (-84.45607 34.039136)
CA,Merced,24135.418202,0.8197322171689504,POINT (-120.4843269 37.3029568)
CA,Mono,27613.421536,0.7206446792545518,POINT (-119.1445949 38.0407564)
CT,Hartford,27005.838341999995,0.7379545887026222,POINT (-72.6908547 41.764582)
HI,Honolulu,36104.09012,0.478747428320033,POINT (-157.855676 21.304547)
IL,Woodford,25446.652876,0.7823754342686815,POINT (-89.028132 40.8467007)
IA,Muscatine,21156.681314,0.90459576558518,POINT (-91.0436508 41.4246132)
KY,Grant,22539.5413,0.8651983935488828,POINT (-84.4513293 38.9636739)
KY,Harlan,19561.375096,0.9500456833054572,POINT (-83.321848 36.8431441)
MI,Menominee,22345.914892,0.8707147666519136,POINT (-87.614491 45.107671)
GA,Schley,19774.833508000003,0.9439643008394224,POINT (-83.8271202 31.2354625)
GA,Screven,19543.739608,0.9505481144183764,POINT (-82.0167321 31.4864151)
IL,McLean,24099.892062000003,0.8207443489601389,POINT (-89.169809 40.3144833)
IN,Elkhart,22039.718828,0.8794382241035616,POINT (-85.9766671 41.6819935)
IN,Tipton,21735.740562,0.8880984969857004,POINT (-86.041098 40.2822598)
KS,Greeley,21548.29692,0.8934387244667726,POINT (-95.1269156 38.3666861)
MI,Schoolcraft,21866.022192,0.8843868024551125,POINT (-85.6377776 42.1142107)
MN,Grant,20512.652936,0.9229439901826618,POINT (-92.9104908 45.084411)
MO,Crawford,20901.93359,0.9118534713250492,POINT (-92.2754622 40.474755)
FL,Broward,26567.050592000003,0.7504555536641749,POINT (-80.1112059 26.2983934)
GA,Chatham,23686.724660000003,0.8325153959313861,POINT (-87.6125481 41.7411454)
KY,Garrard,20288.185188,0.9293390261715808,POINT (-83.746308 37.1237006)
MN,Dakota,28902.01614,0.6839329068902361,POINT (-91.3598478 43.9138856)
MS,Newton,19183.516194,0.9608107990004896,POINT (-89.1633929 32.3212554)
AR,Pike,19532.33191,0.9508731171856368,POINT (-81.0814999 39.2834114)
GA,Toombs,19314.442472,0.9570807385924116,POINT (-82.3475861 32.0480485)
ID,Twin Falls,22236.794526,0.8738235814990869,POINT (-114.4700684 42.5558542)
KS,Grant,20614.203426,0.9200508394114324,POINT (-98.3336698 39.1186194)
FL,Suwannee,20417.647228,0.9256506815769764,POINT (-83.1442945 29.32885)
IL,Mercer,22021.541414,0.8799560945671415,POINT (-88.1800844 40.1147231)
IN,Warrick,24318.71933,0.8145100089861986,POINT (-87.3417167 37.9208387)
IA,Guthrie,21763.492308,0.8873078559425812,POINT (-94.5020027 41.6782701)
KS,Mitchell,21036.971516,0.9080062709840944,POINT (-98.0996771 38.3838806)
KS,Ottawa,21315.91839,0.9000591368674087,POINT (-95.2678474 38.6153828)
MI,Chippewa,20541.42921,0.9221241605657272,POINT (-82.9254707 42.5713728)
CA,Nevada,30355.40473999999,0.6425261903989018,POINT (-117.217677 34.0658454)
FL,Alachua,23311.404104,0.8432081947160074,POINT (-82.4875131 29.7895372)
GA,Candler,19277.8048,0.958124537681937,POINT (-83.781285 34.2103823)
IL,Union,22845.39205,0.8564847740159429,POINT (-88.5428571 42.2335612)
IA,Floyd,20993.06632,0.9092571202086366,POINT (-92.7365926 43.1278951)
KS,Osage,22267.691694,0.8729433280859522,POINT (-95.8258206 38.6338982)
AR,Bradley,19184.536604,0.960781727747574,POINT (-93.6548984 33.0981881)
IA,Boone,21250.048706,0.9019357494476654,POINT (-93.8802202 42.0596994)
IA,Worth,21346.658604000004,0.8991833550386665,POINT (-93.8547357 41.9925643)
KS,Seward,20810.319714,0.914463530183502,POINT (-98.7948107 38.1777913)
KY,Fleming,19495.85701,0.9519122789372496,POINT (-82.6990458 37.1956586)
KY,Henderson,22445.26666,0.8678842569792157,POINT (-87.5907631 37.8367513)
MD,Cecil,24697.682446,0.8037134344810148,POINT (-76.5991251 38.5856763)
AL,Jefferson,24541.522822000003,0.8081623872788841,POINT (-87.8980699 32.3868067)
FL,Holmes,21060.435380000003,0.9073377907411372,POINT (-81.6339267 30.3103666)
IL,Fulton,21914.051144,0.8830184683434784,POINT (-90.1657833 41.8662157)
IL,St. Clair,23228.666866000003,0.8455653601410986,POINT (-88.049265 42.0327173)
IA,Keokuk,20537.583144,0.922233734126762,POINT (-91.385202 40.3973423)
KY,Adair,19780.36462,0.9438067206943288,POINT (-86.8266569 37.9506102)
MS,Sunflower,18631.404716,0.9765403316534618,POINT (-90.5370327 33.5428954)
AR,Washington,20769.809314,0.9156176624284847,POINT (-93.6825052 33.7743483)
GA,Wheeler,19646.355008,0.9476246245991742,POINT (-83.5585118 32.8262498)
ID,Benewah,21915.665742000005,0.882972468807199,POINT (-116.7843354 47.2276807)
IL,Macoupin,23495.078151999995,0.8379753621257754,POINT (-89.957325 39.2133798)
IN,Cass,19840.47374,0.9420942252953806,POINT (-87.2786267 39.0869874)
MO,Clay,24088.717848,0.8210626998204055,POINT (-92.4524133 40.2275342)
CA,Stanislaus,25200.65343,0.7893839035229107,POINT (-120.3701959 38.1382537)
IL,Stark,23202.46531,0.8463118366174684,POINT (-89.74399 40.9955925)
MO,Greene,20531.490896,0.9224073009111244,POINT (-94.443943 39.2536054)
CA,Humboldt,25277.882826000005,0.7871836552858121,POINT (-124.2088339 40.7408935)
FL,Pinellas,24285.550498,0.815454981599148,POINT (-82.0037957 28.8611831)
GA,Floyd,21025.524864,0.9083323835421117,POINT (-84.5854887 33.8470493)
ID,Payette,22724.161998000003,0.8599385911116555,POINT (-116.9350051 44.0759382)
IN,Miami,20140.99784,0.9335323608308366,POINT (-86.1059443 40.6144919)
IN,Scott,22203.046924,0.8747850431400248,POINT (-85.5569295 41.7336618)
IA,Winnebago,20940.002076,0.9107689086643428,POINT (-93.6446611 43.2528755)
KS,Haskell,20846.981024,0.913419057652638,POINT (-95.2226353 38.9489643)
ME,Oxford,21902.550968,0.883346105788297,POINT (-70.4932469 44.1314718)
MI,Baraga,22544.824852,0.8650478663328779,POINT (-88.489019 46.778543)
MS,Covington,19715.395396,0.9456576793703704,POINT (-90.215773 32.2478918)
IN,Howard,21728.711010000006,0.8882987673516058,POINT (-87.3755703 39.9161499)
MI,Iosco,20780.662447999995,0.9153084590656814,POINT (-84.0861111 42.5547222)
CO,Larimer,28506.708512,0.6951951328905349,POINT (-79.7264281 40.3453471)
IN,Greene,19913.861640000003,0.9400034204210376,POINT (-85.0999694 40.4083777)
KY,Rockcastle,19503.485236,0.9516949524828424,POINT (-87.9872444 36.8997741)
IN,Johnson,24433.468628,0.8112408271239867,POINT (-87.745861 38.277823)
MI,Newaygo,20336.466922,0.9279634903572443,POINT (-85.800051 43.419743)
AZ,Graham,23031.90613800001,0.8511710293206454,POINT (-109.7406365 32.875065)
AR,Benton,22095.537316,0.8778479678516611,POINT (-92.586828 34.5645372)
AR,Phillips,19009.558812000003,0.965766805947323,POINT (-90.5842757 35.816464)
GA,Johnson,19635.813866,0.9479249393796044,POINT (-83.9707386 34.1723231)
ID,Gooding,21279.04631,0.9011096141884816,POINT (-114.7131938 42.9389067)
IA,Clayton,20282.36812,0.929504753139225,POINT (-91.1473518 42.9038759)
KY,Lee,19553.428946000004,0.9502720673435924,POINT (-86.4994264 37.295882)
KY,McCreary,19357.994296,0.9558399568571976,POINT (-84.5154934 37.6711917)
IN,Tippecanoe,23002.66184,0.8520041928367721,POINT (-86.114999 41.2089325)
IA,Black Hawk,21728.716942000003,0.8882985983502513,POINT (-90.6376389 41.5208652)
KS,Stanton,20645.891876,0.9191480425509094,POINT (-95.0544126 38.5433469)
ME,Androscoggin,22898.868456,0.8549612431569439,POINT (-70.2385486 44.5049582)
MD,Carroll,24896.920464,0.7980371878628555,POINT (-76.667172 39.2859147)
MN,Blue Earth,25321.932886,0.7859286789182762,POINT (-94.1021821 43.637455)
GA,Stephens,19265.58966,0.9584725442913752,POINT (-83.1615422 33.794843)
ID,Oneida,22373.418766,0.8699311874266936,POINT (-111.7830366 42.2450221)
AL,St. Clair,24702.243214,0.8035834992196824,POINT (-86.2333022 32.5348561)
AZ,Yavapai,25916.03582,0.7690028190657853,POINT (-112.3835 34.5616911)
AR,Logan,19139.154254,0.9620746607595438,POINT (-94.3874344 36.2009127)
AL,Cullman,21191.652032000005,0.903599457642676,POINT (-86.8435802 34.1748408)
CO,Crowley,22516.462016,0.8658559171935647,POINT (-103.8560646 38.1930607)
FL,Sumter,21773.520878,0.8870221442239097,POINT (-81.9747144 28.9082192)
MI,Alger,22318.566448,0.8714939177111602,POINT (-84.1211082 44.1255759)
MI,Hillsdale,20414.098502,0.9257517839878436,POINT (-84.6305101 41.9200472)
AL,Chilton,22496.977928,0.8664110145074614,POINT (-87.8441695 31.7821003)
CA,Santa Clara,42723.62422,0.2901583807773309,POINT (-121.955174 37.3541132)
IN,Delaware,21190.555206,0.9036307059703584,POINT (-85.2071816 39.1478313)
IA,Hancock,21114.111468,0.905808570986572,POINT (-95.3625169 41.3900707)
AL,Colbert,21677.959824,0.8897446573016861,POINT (-85.2366056 32.2826476)
AR,Polk,19170.466024,0.9611825954280612,POINT (-81.7962439 39.0511898)
GA,Quitman,19845.065074,0.9419634192155372,POINT (-83.5596907 30.7852708)
IN,Clinton,20094.968092000003,0.9348437380671816,POINT (-87.3980741 39.6569817)
IA,Mitchell,20869.508558,0.9127772532421816,POINT (-92.869289 43.3206744)
KS,Norton,21230.853946000003,0.9024826038714852,POINT (-99.891511 39.833895)
ME,Waldo,23634.705098,0.8339974216303201,POINT (-69.0761484 44.5125736)
MD,Allegany,19483.649706,0.9522600623007984,POINT (-78.8280761 39.6400877)
FL,Collier,25812.823312,0.7719433203584991,POINT (-80.1089329 26.2628587)
IA,Jasper,21036.116166,0.9080306397144882,POINT (-94.68691 42.1620676)
IA,Webster,19893.11593,0.9405944610638374,POINT (-92.1689711 41.4382977)
KY,Livingston,21309.375752,0.9002455351622429,POINT (-84.2149339 37.2978634)
MO,Bates,21975.101360000004,0.8812791613297541,POINT (-94.072446 39.0061187)
CO,Kiowa,21726.084998,0.8883735818467705,POINT (-104.4633905 39.3465061)
GA,Effingham,23574.014054,0.8357264959140122,POINT (-81.2840558 32.2777807)
MI,Cass,22476.653588,0.8669900504131053,POINT (-83.174669 43.600852)
