,state,county,Unemployment,countyhelper,ranking,geometry
708,TX,Hudspeth,4.13,TXHudspeth County,0.7179769123790907,POINT (-105.4752945 31.5388627)
709,TN,Bledsoe,5.59,TNBledsoe County,0.6377130313850591,POINT (-85.2104415 35.5943104)
710,GA,Randolph,4.59,GARandolph County,0.6926882909034782,POINT (-84.7468429 31.7620266)
711,CO,Park,2.65,COPark County,0.7993402975149209,POINT (-105.7561639 39.1089299)
712,MS,Choctaw,3.81,MSChoctaw County,0.7355690048621135,POINT (-89.2390212 33.3569348)
713,KY,Adair,4.76,KYAdair County,0.6833424925910675,POINT (-85.289922 37.0954558)
714,MS,Franklin,5.66,MSFranklin County,0.6338647799958875,POINT (-90.8992648 31.467398)
715,SD,Butte,1.99,SDButte County,0.8356239735156419,POINT (-103.5267067 44.9121731)
716,IN,Pulaski,2.65,INPulaski County,0.7993402975149209,POINT (-86.6990692 41.031393)
717,LA,Catahoula Parish,4.29,LACatahoula Parish,0.7091808792447025,POINT (-91.8487107 31.7294681)
718,GA,Bleckley,4.51,GABleckley County,0.6970863074706724,POINT (-83.3311795 32.4305311)
719,GA,Calhoun,3.3,GACalhoun County,0.7636063866922225,POINT (-84.614328 31.5311784)
720,PA,Juniata,4.49,PAJuniata County,0.6981858378267174,POINT (-77.4300565 40.5368022)
721,GA,Dodge,3.89,GADodge County,0.7311709751877962,POINT (-83.1520134 32.1506514)
722,MN,Pennington,3.44,MNPennington County,0.7559098445925095,POINT (-96.0829271 48.0513335)
723,LA,West Carroll Parish,5.8,LAWest Carroll Parish,0.6261682247890513,POINT (-91.4586366 32.7864174)
724,TX,Refugio,4.95,TXRefugio County,0.6728972163511049,POINT (-97.2394101 28.3171012)
725,TX,Hutchinson,4.66,TXHutchinson County,0.6888400395143066,POINT (-101.34844 35.8148236)
726,NY,Schuyler,3.82,NYSchuyler County,0.7350192527912143,POINT (-76.8691575 42.3903231)
727,IL,Henderson,4.17,ILHenderson County,0.7157779040954937,POINT (-90.9104547 40.8156124)
728,MN,Lake,5.25,MNLake County,0.6564046280098805,POINT (-91.4394994 47.6348022)
729,GA,Terrell,4.73,GATerrell County,0.6849917619108885,POINT (-84.4410234 31.7615999)
730,SD,Douglas,2.02,SDDouglas County,0.8339747173029441,POINT (-98.3406673 43.3969325)
731,WI,Menominee,5.85,WIMenominee County,0.6234194775416784,POINT (-88.7089153 45.0154357)
732,TX,Carson,3.15,TXCarson County,0.7718526677557114,POINT (-101.3353895 35.3636563)
733,WV,Calhoun,8.95,WVCalhoun County,0.4529961782774283,POINT (-81.1234524 38.8311994)
734,NC,Transylvania,3.56,NCTransylvania County,0.7493128197417184,POINT (-82.7724889 35.1982216)
735,UT,Piute,4.24,UTPiute County,0.7119296527063221,POINT (-112.1012191 38.310801)
736,ND,Bottineau,3.06,NDBottineau County,0.776800449500928,POINT (-100.8431321 48.8243455)
737,NV,Mineral,4.24,NVMineral County,0.7119296527063221,POINT (-118.498262 38.4815162)
738,MT,Wheatland,3.85,MTWheatland County,0.7333699965785165,POINT (-109.8498047 46.4335302)
739,LA,Union Parish,3.94,LAUnion Parish,0.7284222148332999,POINT (-92.3910295 32.8385899)
740,WV,Summers,3.83,WVSummers County,0.734469500720315,POINT (-80.8458259 37.6293626)
741,SD,Tripp,1.72,SDTripp County,0.8504672925370452,POINT (-99.8941094 43.3235158)
742,WV,Webster,4.78,WVWebster County,0.682242988449269,POINT (-80.4289537 38.4844995)
743,VA,Mecklenburg,3.72,VAMecklenburg County,0.740516773500207,POINT (-78.314746 36.6798483)
744,MN,Rock,1.71,MNRock County,0.8510170446079445,POINT (-96.2574328 43.6733632)
745,KS,Linn,4.04,KSLinn County,0.7229246941243073,POINT (-94.8578272 38.1965927)
746,AR,Sevier,4.04,ARSevier County,0.7229246941243073,POINT (-94.243888 33.9867858)
747,MN,Faribault,3.26,MNFaribault County,0.7658053949758195,POINT (-93.9510501 43.6647961)
748,SD,Perkins,2.14,SDPerkins County,0.8273776793450297,POINT (-102.5053545 45.5288022)
749,GA,McDuffie,4.63,GAMcduffie County,0.6904892826198812,POINT (-82.4830204 33.4631845)
750,MD,Worcester,5.29,MDWorcester County,0.6542056197262834,POINT (-75.3319465 38.2231182)
751,UT,Daggett,4.76,UTDaggett County,0.6833424925910675,POINT (-109.4798174 40.915567)
752,KY,Bracken,4.44,KYBracken County,0.7009345850740905,POINT (-84.0751461 38.686946)
753,OH,Harrison,5.19,OHHarrison County,0.659703140435276,POINT (-81.1289112 40.2694328)
754,IA,Greene,2.09,IAGreene County,0.8301264528066492,POINT (-94.4005864 42.0182893)
755,NE,Dixon,2.21,NEDixon County,0.8235294148487349,POINT (-96.8792569 42.4351249)
756,OK,Kay,3.6,OKKay County,0.7471138114581213,POINT (-97.1571626 36.8384462)
757,NY,Yates,3.03,NYYates County,0.7784497057136257,POINT (-77.112177 42.6444444)
758,KS,Cowley,3.05,KSCowley County,0.7773502015718272,POINT (-96.8675685 37.2413155)
759,IN,Warren,2.63,INWarren County,0.8004398016567194,POINT (-87.3564255 40.3424546)
760,TX,Blanco,2.87,TXBlanco County,0.7872457519551371,POINT (-98.4004594 30.2419274)
761,OK,Okfuskee,4.08,OKOkfuskee County,0.7207256858407103,POINT (-96.3102089 35.4655548)
762,KY,Pendleton,3.64,KYPendleton County,0.744914790067401,POINT (-84.3689142 38.6914606)
763,TX,Brewster,3.5,TXBrewster County,0.752611332167114,POINT (-103.2400734 29.8462742)
764,MS,Jefferson Davis,5.3,MSJefferson Davis County,0.6536558545482609,POINT (-89.8386843 31.5576951)
765,GA,Pike,2.77,GAPike County,0.7927432726641297,POINT (-84.3969481 33.081484)
766,OH,Noble,6.4,OHNoble County,0.5931830743208492,POINT (-81.4957347 39.7517148)
767,TX,Live Oak,4.35,TXLive Oak County,0.705882366819307,POINT (-98.101923 28.2678746)
768,IA,Humboldt,2.5,IAHumboldt County,0.807586591685533,POINT (-94.1956133 42.7756032)
769,IA,Mahaska,2.49,IAMahaska County,0.8081363437564323,POINT (-92.6489935 41.314939)
770,MO,Sullivan,2.86,MOSullivan County,0.7877955040260364,POINT (-93.1140993 40.1993002)
771,KY,Elliott,8.73,KYElliott County,0.4650907500514586,POINT (-83.0656398 38.1178636)
772,KS,Gove,2.16,KSGove County,0.8262781752032312,POINT (-100.5073968 38.9030073)
773,NC,Washington,5.4,NCWashington County,0.6481583338392682,POINT (-76.6215245 35.8725573)
774,IA,Howard,3.21,IAHoward County,0.7685541553303158,POINT (-92.3230007 43.3353641)
775,UT,Wayne,4.61,UTWayne County,0.6915887867616797,POINT (-111.1243088 38.3079634)
776,KS,Rush,2.28,KSRush County,0.81968115035244,POINT (-99.309214 38.5047752)
777,GA,Jones,3.02,GAJones County,0.778999457784525,POINT (-83.1137366 32.3293809)
778,KY,Washington,3.57,KYWashington County,0.7487630676708191,POINT (-85.1750475 37.7310874)
779,KY,Caldwell,3.52,KYCaldwell County,0.7515118280253155,POINT (-87.8391211 37.1169666)
780,NV,Lander,3.48,NVLander County,0.7537108363089124,POINT (-116.9843374 39.9059878)
781,KY,Menifee,5.98,KYMenifee County,0.6162726875128646,POINT (-83.6014187 37.9357602)
782,AR,Fulton,3.51,ARFulton County,0.7520615800962147,POINT (-91.8110982 36.3783981)
783,KS,Stevens,2.0,KSStevens County,0.8350742214447426,POINT (-101.3119354 37.1929045)
784,VA,Charlottesville city,2.69,VACharlottesville City,0.7971412892313239,POINT (-78.4766781 38.029306)
785,NE,Boone,1.88,NEBoone County,0.8416712528490954,POINT (-98.0544842 41.7103804)
786,OK,Comanche,3.75,OKComanche County,0.7388675172875092,POINT (-98.4485103 34.6557505)
787,MS,Kemper,6.28,MSKemper County,0.5997800991716402,POINT (-88.6604179 32.7307497)
788,OH,Morgan,5.62,OHMorgan County,0.6360637882794846,POINT (-81.877978 39.5943953)
789,NC,Northampton,5.1,NCNorthampton County,0.6646509221804926,POINT (-77.3642227 36.4168078)
790,NM,Union,2.97,NMUnion County,0.7817482181390213,POINT (-103.4132264 36.3985203)
791,TX,Lee,3.67,TXLee County,0.7432655338547032,POINT (-96.9588587 30.3031353)
792,OR,Hood River,3.71,ORHood River County,0.7410665255711062,POINT (-121.6475587 45.5311636)
793,TX,Hartley,2.03,TXHartley County,0.8334249652320449,POINT (-102.6145811 35.8418438)
794,AR,Searcy,4.7,ARSearcy County,0.6866410312307096,POINT (-92.7098744 35.9018987)
795,NE,Pierce,2.0,NEPierce County,0.8350742214447426,POINT (-97.6036812 42.2591262)
796,ND,Barnes,2.27,NDBarnes County,0.8202309024233393,POINT (-98.0678849 46.9310489)
797,MN,Red Lake,3.97,MNRed Lake County,0.7267729586206022,POINT (-96.0988343 47.8605178)
798,MN,Chippewa,2.5,MNChippewa County,0.807586591685533,POINT (-95.5314914 45.027661)
799,AR,Madison,2.55,ARMadison County,0.8048378313310367,POINT (-93.7589024 35.9728095)
800,VA,Bristol city,3.52,VABristol City,0.7515118280253155,POINT (-82.1885009 36.5959685)
801,IN,Brown,3.39,INBrown County,0.7586586049470058,POINT (-86.2297004 39.1682855)
802,MO,Douglas,2.78,MODouglas County,0.7921935205932304,POINT (-92.5246813 36.9433177)
803,VA,Powhatan,2.6,VAPowhatan County,0.8020890709765405,POINT (-77.9112655 37.5531622)
804,SD,Day,3.11,SDDay County,0.7740516891464316,POINT (-97.6152661 45.3658879)
805,MI,Gogebic,5.5,MIGogebic County,0.6426608131302757,POINT (-89.6626791 46.403433)
806,TN,Haywood,4.73,TNHaywood County,0.6849917619108885,POINT (-89.287824 35.5675653)
807,TX,Brooks,6.34,TXBrooks County,0.5964815867462447,POINT (-98.2071041 26.9879856)
808,NC,Anson,4.56,NCAnson County,0.6943375602232993,POINT (-80.0958187 34.9705848)
809,TX,Fayette,3.59,TXFayette County,0.7476635635290205,POINT (-96.9559692 29.8381635)
810,MS,Sharkey,6.28,MSSharkey County,0.5997800991716402,POINT (-90.8478339 32.8742585)
811,CO,Phillips,2.14,COPhillips County,0.8273776793450297,POINT (-102.3701723 40.5888329)
812,IA,O'Brien,2.19,IAO'Brien County,0.8246289189905334,POINT (-95.6277063 43.0755779)
813,MT,Fallon,1.59,MTFallon County,0.8576140760122972,POINT (-104.4366483 46.3291957)
814,IN,Carroll,2.96,INCarroll County,0.7822979702099205,POINT (-86.5693296 40.5802239)
815,LA,St. James Parish,4.83,LASt. James Parish,0.6794942412018959,POINT (-90.7989525 30.0096684)
816,MO,Maries,2.6,MOMaries County,0.8020890709765405,POINT (-91.928925 38.1683782)
817,VA,Dickenson,4.59,VADickenson County,0.6926882909034782,POINT (-82.359691 37.1226368)
818,KS,Morton,2.75,KSMorton County,0.7938427768059283,POINT (-101.8099541 37.1960735)
819,CO,Bent,3.68,COBent County,0.7427157817838039,POINT (-103.0964287 37.9421152)
820,AL,Bullock,2.89,ALBullock County,0.7861462347062154,POINT (-85.7091657 32.09929)
821,GA,Dawson,2.52,GADawson County,0.8064870875437345,POINT (-84.1356771 34.4077085)
822,TX,Archer,3.48,TXArcher County,0.7537108363089124,POINT (-98.7044869 33.5816594)
823,VA,Southampton,2.9,VASouthampton County,0.7855964826353161,POINT (-77.1586002 36.6959378)
824,ID,Shoshone,4.85,IDShoshone County,0.6783947370600973,POINT (-115.9583164 47.305486)
825,IL,Calhoun,4.15,ILCalhoun County,0.7168774082372922,POINT (-90.6506113 39.1397507)
826,LA,Jackson Parish,3.29,LAJackson Parish,0.7641561387631217,POINT (-92.5628442 32.2932692)
827,AR,Marion,3.87,ARMarion County,0.732270492436718,POINT (-92.6999559 36.2378521)
828,KS,Haskell,1.96,KSHaskell County,0.8372732297283396,POINT (-100.8840421 37.5611249)
829,MO,Morgan,3.06,MOMorgan County,0.776800449500928,POINT (-92.9183724 38.4177341)
830,IN,Owen,3.27,INOwen County,0.7652556429049202,POINT (-86.8508562 39.2984518)
831,KY,Edmonson,5.06,KYEdmonson County,0.6668499304640897,POINT (-86.2206738 37.1999181)
832,NE,Butler,1.87,NEButler County,0.8422210049199946,POINT (-97.1384119 41.2142454)
833,GA,Union,2.7,GAUnion County,0.7965915371604246,POINT (-83.9903969 34.8180274)
834,TX,Burleson,3.72,TXBurleson County,0.740516773500207,POINT (-96.6353488 30.4764878)
835,SC,Union,4.94,SCUnion County,0.6734469553148807,POINT (-81.642794 34.6941696)
836,MT,Liberty,2.4,MTLiberty County,0.8130841123945256,POINT (-111.0465825 48.5608235)
837,SD,Mellette,3.16,SDMellette County,0.7713029156848121,POINT (-100.7249944 43.561525)
838,ID,Boise,3.9,IDBoise County,0.7306212231168969,POINT (-115.7390188 43.9873519)
839,AK,Hoonah-Angoon Census Area,5.93,AKHoonah-Angoon Census Area,0.6190214609744842,POINT (-134.1311512 57.57666)
840,TX,Concho,3.25,TXConcho County,0.7663551470467187,POINT (-99.8507578 31.3102947)
841,MS,Webster,4.05,MSWebster County,0.7223749289462849,POINT (-89.2646598 33.6197203)
842,OK,Nowata,2.94,OKNowata County,0.783397474351719,POINT (-95.6226184 36.7798848)
843,KS,Saline,2.48,KSSaline County,0.8086860958273316,POINT (-97.6669832 38.7704462)
844,IA,Ida,2.25,IAIda County,0.8213304065651379,POINT (-95.4949407 42.3788371)
845,ND,Sargent,1.75,NDSargent County,0.8488180363243474,POINT (-97.6291809 46.1101793)
846,TN,Crockett,3.27,TNCrockett County,0.7652556429049202,POINT (-89.1300063 35.8010059)
847,IL,Putnam,4.93,ILPutnam County,0.6739967204929034,POINT (-89.2676414 41.2025915)
848,ND,Pembina,3.49,NDPembina County,0.7531610842380132,POINT (-97.5532833 48.7530787)
849,VA,Prince Edward,4.11,VAPrince Edward County,0.7190764165208892,POINT (-78.4628573 37.2293293)
850,KY,Green,3.84,KYGreen County,0.7339197486494158,POINT (-85.5346302 37.2433976)
851,ND,Dickey,1.77,NDDickey County,0.8477185321825489,POINT (-98.5322728 46.0952757)
852,VA,Patrick,3.72,VAPatrick County,0.740516773500207,POINT (-80.284636 36.6818706)
853,SC,Colleton,3.63,SCColleton County,0.7454645421383003,POINT (-80.677114 32.8620726)
854,MS,Humphreys,8.23,MSHumphreys County,0.4925783798106681,POINT (-90.5408182 33.1282074)
855,WV,Barbour,4.58,WVBarbour County,0.6932380560815008,POINT (-80.0135627 39.1218129)
856,KS,Allen,2.97,KSAllen County,0.7817482181390213,POINT (-95.3170208 37.8882168)
857,SC,Allendale,6.0,SCAllendale County,0.6151731833710661,POINT (-81.3400056 32.9635006)
858,IA,Keokuk,3.11,IAKeokuk County,0.7740516891464316,POINT (-92.1867128 41.3154792)
859,IL,Hamilton,3.54,ILHamilton County,0.7504123238835169,POINT (-88.5301136 38.0619569)
860,MS,Calhoun,4.3,MSCalhoun County,0.70863111406668,POINT (-89.3231269 33.9253624)
861,VA,Giles,3.24,VAGiles County,0.7669048991176179,POINT (-80.7098781 37.3088528)
862,ID,Custer,3.35,IDCuster County,0.7608576263377261,POINT (-114.2286662 44.2339362)
863,MS,Walthall,5.18,MSWalthall County,0.6602529056132985,POINT (-90.1197687 31.1241919)
864,WY,Sublette,4.31,WYSublette County,0.708081375102904,POINT (-109.9905911 42.736927)
865,AR,Ouachita,4.06,AROuachita County,0.7218251899825088,POINT (-92.9355875 33.5680929)
866,WV,Pocahontas,4.11,WVPocahontas County,0.7190764165208892,POINT (-80.0286878 38.3022233)
867,GA,White,2.44,GAWhite County,0.8108851041109286,POINT (-83.7596041 34.6322605)
868,KY,Lee,5.74,KYLee County,0.6294667634286935,POINT (-83.7073043 37.6001442)
869,VA,Greene,2.47,VAGreene County,0.8092358478982309,POINT (-78.4704823 38.2954503)
870,KY,Bourbon,3.63,KYBourbon County,0.7454645421383003,POINT (-84.2046611 38.1944867)
871,KY,Lyon,4.39,KYLyon County,0.70368335853571,POINT (-88.0658149 36.9981232)
872,ME,Piscataquis,3.95,MEPiscataquis County,0.7278724627624007,POINT (-69.2923096 45.8358193)
873,IN,Pike,3.28,INPike County,0.764705890834021,POINT (-87.214144 38.4159433)
874,NC,Hertford,5.41,NCHertford County,0.6476085948754923,POINT (-77.0115135 36.3560545)
875,MO,Madison,2.97,MOMadison County,0.7817482181390213,POINT (-90.3567669 37.4914691)
876,AR,Franklin,3.46,ARFranklin County,0.7548103404507109,POINT (-93.8864847 35.5110075)
877,CO,Gunnison,2.53,COGunnison County,0.8059373354728353,POINT (-107.0603126 38.6476702)
878,MT,Sweet Grass,2.07,MTSweet Grass County,0.8312259569484478,POINT (-109.9503947 45.8729386)
879,CO,Lake,2.65,COLake County,0.7993402975149209,POINT (-106.342801 39.2056525)
880,AR,Sharp,4.3,ARSharp County,0.70863111406668,POINT (-91.4930274 36.1344424)
881,SD,Sanborn,2.11,SDSanborn County,0.8290269486648507,POINT (-98.0834349 44.0089691)
882,SD,Walworth,3.63,SDWalworth County,0.7454645421383003,POINT (-100.0072972 45.4043853)
883,WI,Bayfield,4.99,WIBayfield County,0.6706982080675077,POINT (-91.1983175 46.4710241)
884,GA,Crisp,4.41,GACrisp County,0.7025838543939114,POINT (-83.77777 31.9152265)
885,TX,Jones,4.5,TXJones County,0.6976360726486948,POINT (-99.8606106 32.7135946)
886,AR,Howard,3.45,ARHoward County,0.7553600925216102,POINT (-93.9745776 34.0744088)
887,OK,Washington,3.39,OKWashington County,0.7586586049470058,POINT (-95.9078261 36.6930592)
888,OK,Latimer,5.92,OKLatimer County,0.6195711999382603,POINT (-95.2482652 34.8759191)
889,WV,Grant,3.83,WVGrant County,0.734469500720315,POINT (-79.2066739 39.0674434)
890,WV,Roane,6.77,WVRoane County,0.5728422345904532,POINT (-81.3366149 38.6943369)
891,MS,Claiborne,8.93,MSClaiborne County,0.4540956562049802,POINT (-90.9141968 31.9640367)
892,PA,Pike,5.98,PAPike County,0.6162726875128646,POINT (-75.008326 41.340546)
893,NE,Furnas,2.03,NEFurnas County,0.8334249652320449,POINT (-99.8981009 40.1791278)
894,WY,Carbon,3.85,WYCarbon County,0.7333699965785165,POINT (-106.8625645 41.7423474)
895,TX,Oldham,3.07,TXOldham County,0.7762506974300287,POINT (-102.6193428 35.3907651)
896,KY,Mercer,3.85,KYMercer County,0.7333699965785165,POINT (-84.8760836 37.8087581)
897,LA,Madison Parish,5.29,LAMadison Parish,0.6542056197262834,POINT (-91.255051 32.3614697)
898,KY,Henry,3.71,KYHenry County,0.7410665255711062,POINT (-85.1191168 38.447983)
899,GA,Baldwin,4.15,GABaldwin County,0.7168774082372922,POINT (-83.2633216 33.0869398)
900,NM,Hidalgo,3.5,NMHidalgo County,0.752611332167114,POINT (-108.7598468 31.801493)
901,TX,Lamar,4.46,TXLamar County,0.6998350809322919,POINT (-95.582343 33.6383552)
902,AL,Washington,3.78,ALWashington County,0.7372182610748114,POINT (-88.2019828 31.3991238)
903,IA,Clay,2.75,IAClay County,0.7938427768059283,POINT (-95.1407762 43.0809373)
904,WV,Hardy,4.21,WVHardy County,0.7135788958118967,POINT (-78.8441276 39.0040008)
905,TN,Hardin,4.18,TNHardin County,0.7152281651317176,POINT (-88.1857563 35.1946569)
906,KY,Allen,4.0,KYAllen County,0.7251237024079044,POINT (-86.1924103 36.7528961)
907,OH,Vinton,5.24,OHVinton County,0.6569543931879029,POINT (-82.4740302 39.2744355)
908,GA,Bryan,2.66,GABryan County,0.7987905454440216,POINT (-81.4241017 32.0034889)
909,KY,Garrard,3.97,KYGarrard County,0.7267729586206022,POINT (-84.5408428 37.6360342)
910,NC,Warren,6.76,NCWarren County,0.5733919735542292,POINT (-78.1052123 36.3901694)
911,GA,Chattooga,4.38,GAChattooga County,0.7042330974994859,POINT (-85.3660518 34.4620931)
912,GA,Effingham,2.62,GAEffingham County,0.800989566834742,POINT (-81.338687 32.3419626)
913,IA,Decatur,2.54,IADecatur County,0.8053875834019361,POINT (-93.7994193 40.7418231)
914,LA,Winn Parish,4.17,LAWinn Parish,0.7157779040954937,POINT (-92.6401816 31.947293)
915,KS,Marion,2.49,KSMarion County,0.8081363437564323,POINT (-97.1305937 38.3734544)
916,LA,St. Bernard Parish,4.15,LASt. Bernard Parish,0.7168774082372922,POINT (-89.6008692 29.8217562)
917,AR,Ashley,5.82,ARAshley County,0.6250687206472528,POINT (-91.7295595 33.1742582)
918,GA,Fannin,2.73,GAFannin County,0.7949422809477268,POINT (-84.2715585 34.8867955)
919,ID,Benewah,4.41,IDBenewah County,0.7025838543939114,POINT (-116.6654616 47.2162961)
920,KY,Henderson,3.92,KYHenderson County,0.7295217189750984,POINT (-87.5573742 37.76721)
921,AR,Randolph,3.51,ARRandolph County,0.7520615800962147,POINT (-91.0387017 36.3412315)
922,GA,Gilmer,3.17,GAGilmer County,0.7707531636139128,POINT (-84.452696 34.6859788)
923,OK,McIntosh,5.15,OKMcintosh County,0.6619021487188731,POINT (-95.6680554 35.3630353)
924,VA,Brunswick,4.77,VABrunswick County,0.6827927536272915,POINT (-77.8670883 36.7788996)
925,OR,Grant,6.53,ORGrant County,0.5860362842920355,POINT (-119.0565278 44.464824)
926,MI,Missaukee,5.32,MIMissaukee County,0.6525563504064624,POINT (-85.1070535 44.336979)
927,SD,Ziebach,3.83,SDZiebach County,0.734469500720315,POINT (-101.7110445 44.9241074)
928,GA,Sumter,4.26,GASumter County,0.7108301223502771,POINT (-84.1862464 32.0485072)
929,TX,Castro,3.2,TXCastro County,0.769103907401215,POINT (-102.2592314 34.4952536)
930,IA,Tama,3.39,IATama County,0.7586586049470058,POINT (-92.5433918 42.0568108)
931,TX,Ochiltree,3.52,TXOchiltree County,0.7515118280253155,POINT (-100.8138152 36.2559217)
932,NC,Swain,3.35,NCSwain County,0.7608576263377261,POINT (-83.466275 35.45819)
933,IA,Floyd,3.01,IAFloyd County,0.7795492098554242,POINT (-92.7830539 43.0587894)
934,TX,Mills,4.43,TXMills County,0.7014843502521129,POINT (-98.5527272 31.4861082)
935,MI,Crawford,7.01,MICrawford County,0.5596481586746245,POINT (-84.6237147 44.6769346)
936,TX,Robertson,3.99,TXRobertson County,0.7256734544788037,POINT (-96.5079742 31.0339058)
937,MO,Warren,2.54,MOWarren County,0.8053875834019361,POINT (-91.1453948 38.7535106)
938,AR,Grant,3.19,ARGrant County,0.7696536594721143,POINT (-92.420578 34.2773864)
939,MT,Granite,3.99,MTGranite County,0.7256734544788037,POINT (-113.4687025 46.3944149)
940,WV,Ritchie,4.34,WVRitchie County,0.7064321057830829,POINT (-81.0474662 39.1666305)
941,TX,Floyd,4.29,TXFloyd County,0.7091808792447025,POINT (-101.2765537 34.0266015)
942,KY,Union,4.46,KYUnion County,0.6998350809322919,POINT (-87.958036 37.637247)
943,KY,Spencer,4.08,KYSpencer County,0.7207256858407103,POINT (-85.1551411 37.5726028)
944,NC,Mitchell,4.34,NCMitchell County,0.7064321057830829,POINT (-82.1349028 36.0001181)
945,IN,Perry,3.19,INPerry County,0.7696536594721143,POINT (-86.632911 38.0893386)
946,OR,Lake,5.75,ORLake County,0.6289169982506708,POINT (-120.4528326 42.7702847)
947,MO,Clark,3.27,MOClark County,0.7652556429049202,POINT (-91.7362195 40.3962004)
948,IA,Mills,2.36,IAMills County,0.815283133785246,POINT (-95.6087477 41.0171392)
949,ID,Power,2.92,IDPower County,0.7844969784935176,POINT (-112.8869775 42.6769078)
950,MN,Wilkin,2.29,MNWilkin County,0.8191313982815408,POINT (-96.4586194 46.3258354)
951,TX,Ward,3.81,TXWard County,0.7355690048621135,POINT (-103.0781186 31.5007583)
952,AR,Stone,4.34,ARStone County,0.7064321057830829,POINT (-92.1747633 35.8317159)
953,OR,Tillamook,4.64,ORTillamook County,0.6899395436561051,POINT (-123.7266793 45.460293)
954,AL,Henry,2.78,ALHenry County,0.7921935205932304,POINT (-85.2447377 31.4838041)
955,TN,Unicoi,4.53,TNUnicoi County,0.6959868033288737,POINT (-82.444068 36.1072175)
956,OK,Kingfisher,2.02,OKKingfisher County,0.8339747173029441,POINT (-97.9641244 35.9471931)
957,MS,Lawrence,4.92,MSLawrence County,0.6745464594566793,POINT (-90.1205396 31.5129753)
958,MT,Mineral,5.37,MTMineral County,0.6498076031590894,POINT (-114.9202341 47.1330265)
959,WI,Marquette,3.66,WIMarquette County,0.7438152859256024,POINT (-89.3926785 43.8122244)
960,MN,Kittson,2.91,MNKittson County,0.7850467305644169,POINT (-96.8074141 48.7709208)
961,IN,Newton,3.73,INNewton County,0.7399670214293077,POINT (-87.3966953 40.939576)
962,TX,Andrews,3.29,TXAndrews County,0.7641561387631217,POINT (-102.6042447 32.2690953)
963,ID,Blaine,2.57,IDBlaine County,0.8037383271892382,POINT (-113.8808311 43.3336455)
964,GA,Coffee,3.66,GACoffee County,0.7438152859256024,POINT (-82.8405691 31.5301809)
965,KS,Anderson,2.33,KSAnderson County,0.8169323899979437,POINT (-95.3067461 38.198077)
966,LA,Caldwell Parish,3.97,LACaldwell Parish,0.7267729586206022,POINT (-92.1130105 32.0820785)
967,TN,Warren,4.33,TNWarren County,0.7069818709611055,POINT (-85.7796626 35.6889753)
968,AR,Van Buren,4.47,ARVan Buren County,0.6992853419685159,POINT (-92.4916144 35.5759086)
969,WV,Pleasants,5.65,WVPleasants County,0.6344145189596635,POINT (-81.1545062 39.370369)
970,GA,Pickens,2.64,GAPickens County,0.7998900495858201,POINT (-84.4682402 34.4630619)
971,VA,Staunton city,2.81,VAStaunton City,0.7905442643805327,POINT (-79.072557 38.1495947)
972,OK,Beaver,1.91,OKBeaver County,0.8400219966363975,POINT (-100.4904955 36.7621116)
973,NC,Lee,4.39,NCLee County,0.70368335853571,POINT (-79.1547643 35.4691746)
974,LA,Grant Parish,3.58,LAGrant Parish,0.7482133155999198,POINT (-92.5730029 31.5748918)
975,MO,Reynolds,2.98,MOReynolds County,0.781198466068122,POINT (-90.9659462 37.3762658)
976,MO,St. Clair,2.99,MOSt. Clair County,0.7806487139972228,POINT (-93.7945456 38.0592942)
977,NC,Ashe,3.5,NCAshe County,0.752611332167114,POINT (-81.5076569 36.4393554)
978,IL,Pulaski,7.45,ILPulaski County,0.535459067555057,POINT (-89.1183427 37.2314232)
979,TX,Panola,4.81,TXPanola County,0.6805937453436945,POINT (-94.3130073 32.1367712)
980,NC,Duplin,3.8,NCDuplin County,0.7361187569330129,POINT (-77.9320171 34.9464988)
981,IL,Schuyler,4.31,ILSchuyler County,0.708081375102904,POINT (-90.5697373 40.1370869)
982,IA,Webster,3.06,IAWebster County,0.776800449500928,POINT (-94.184316 42.4326072)
983,TX,Leon,5.47,TXLeon County,0.6443100824500967,POINT (-95.9953382 31.2715127)
984,IN,Crawford,3.6,INCrawford County,0.7471138114581213,POINT (-86.444022 38.304425)
985,CA,Sierra,4.35,CASierra County,0.705882366819307,POINT (-120.5305731 39.5849065)
986,MO,Atchison,2.45,MOAtchison County,0.8103353520400294,POINT (-95.4359392 40.4144817)
987,KS,Thomas,1.97,KSThomas County,0.8367234776574404,POINT (-101.0810229 39.3529613)
988,VA,Richmond,2.96,VARichmond County,0.7822979702099205,POINT (-77.43428 37.5385087)
989,SC,Newberry,2.85,SCNewberry County,0.7883452560969357,POINT (-81.5830086 34.3266879)
990,KY,Monroe,3.43,KYMonroe County,0.7564595966634088,POINT (-85.7284653 36.699465)
991,OK,Johnston,3.87,OKJohnston County,0.732270492436718,POINT (-96.6752298 34.31888)
992,SD,Yankton,1.85,SDYankton County,0.8433205090617932,POINT (-97.3967561 43.0115255)
993,NY,Sullivan,3.37,NYSullivan County,0.7597581221959275,POINT (-74.7804323 41.7156311)
994,GA,Tift,2.85,GATift County,0.7883452560969357,POINT (-83.5179242 31.458746)
995,VA,Salem city,2.98,VASalem City,0.781198466068122,POINT (-80.0556773 37.293198)
996,NE,Merrick,2.01,NEMerrick County,0.8345244693738434,POINT (-98.0531937 41.1650536)
